"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"1066","NCT00985621","Tanezumab In Osteoarthritis Of The Hip Or Knee","Osteoarthritis","other","Biological: tanezumab 10 mg|Biological: tanezumab 5 mg|Drug: oxycodone|Other: placebo","biolog","Pfizer","Both","Adult|Senior",600,"October 2009","October 2010","",2.949,"1",24130
"1067","NCT01049334","A Study of Flurbiprofen 8.75 mg Lozenge in Patient With Pharyngitis","Pharyngitis","other","Drug: Placebo|Drug: Flurbiprofen","drug","Reckitt Benckiser LLC","Both","Adult|Senior",300,"November 2009","October 2012","",4.096,"1",24154
"1068","NCT01058668","Safety and Efficacy of Cariprazine for Bipolar I Disorder","Mania|Bipolar I Disorder","mental health","Drug: Cariprazine low dose|Drug: Cariprazine high dose|Drug: Placebo","drug","Forest Laboratories|Gedeon Richter Ltd.","Both","Adult",507,"January 2010","December 2011","",5.198,"1",24144
"1069","NCT01328093","A Comparison Study of LY2140023 and Aripiprazole in Schizophrenia Patients","Schizophrenia","mental health","Drug: LY2140023|Drug: Aripiprazole","drug","Eli Lilly and Company","Both","Adult",670,"April 2011","December 2012","",3.328,"1",24156
"1070","NCT01342315","Topical Antifungal Treatment for Tinea Cruris","Tinea Cruris","other","Drug: 33525|Drug: Placebo","drug","Medicis Global Service Corporation","Both","Child|Adult|Se",483,"May 2011","May 2011","",4.375,"1",24137
"1071","NCT01358240","Safety and Efficacy of Econazole Nitrate Foam 1% and Foam Vehicle in Subjects With Tinea Pedis","Tinea Pedis|Athlete's Foot","other","Drug: Econazole Nitrate Foam 1%|Drug: Vehicle Foam|Drug: Econazole Nitrate Cream 1%|Other:","drug","AmDerma|AmDerma Pharmaceuticals, LLC","Both","Child|Adult|Se",336,"June 2011","April 2009","",3.926,"1",24112
"1072","NCT01396785","Topical Antifungal Treatment for Tinea Pedis","Tinea Pedis","other","Drug: 33525|Drug: Placebo","drug","Medicis Global Service Corporation","Both","Child|Adult|Se",321,"July 2011","July 2011","",5.459,"1",24139
"1073","NCT01396811","Topical Antifungal Treatment for Tinea Pedis","Tinea Pedis","other","Drug: 33525|Drug: Placebo","drug","Medicis Global Service Corporation","Both","Child|Adult|Se",322,"July 2011","December 2008","",3.015,"1",24108
"1074","NCT00375401","A Long-Term Study To Examine The Effects Of CP-945,598 On Weight Loss And Safety","Obesity","other","Drug: CP-945,598 Treatment A|Drug: CP-945,598 Treatment B|Drug: Placebo","drug","Pfizer","Both","Adult|Senior",2536,"October 2006","December 2012","",3.352794781,"1",24156
"1075","NCT01142089","Study to Evaluate Safety and Efficacy of Rifamycin SV Multi-Matrix System (MMX) for the Treatment of Traveler's Diarrhea (TD)","Traveler's Diarrhea","other","Drug: Placebo|Drug: Rifamycin SV MMX","drug","Salix Pharmaceuticals","Both","Adult|Senior",264,"May 2010","November 2008","",3.352794781,"1",24107
"1076","NCT00800605","Immunogenicity Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) to Prevent Culture Confirmed Influenza Infection","Influenza","other","Biological: Vero cell-derived, trivalent, seasonal influenza vaccine|Biological: Placebo: P","biolog","Baxter Healthcare Corporation","Both","Adult",7252,"December 2008","September 2009","",3.354,"1",24117
"1077","NCT00616993","Study of Difluprednate in the Treatment of Inflammation Following Ocular Surgery (ST-601-004)","Inflammation","other","Drug: Difluprednate|Other: Placebo","drug","Sirion Therapeutics, Inc.","Both","Child|Adult|Se",120,"January 2008","May 2008","",3.4316,"1",24101
"1078","NCT01221623","Study of AA4500 in the Treatment of Peyronie's Disease","Peyronie's Disease","other","Biological: AA4500","biolog","Auxilium Pharmaceuticals","Male","Adult|Senior",418,"September 2010","April 2012","",3.480756404,"1",24148
"1079","NCT00262678","Efficacy and Safety of Sublingual Fentanyl Tablets in Treatment of Breakthrough Pain in Cancer Patients.","Pain|Cancer","other","Drug: EN3267","drug","Prostrakan Pharmaceuticals","Both","Child|Adult|Se",NA,"December 2005","July 2011","",3.540083799,"1",24139
"1080","NCT01058096","Safety and Efficacy of Cariprazine for Mania","Bipolar Disorder|Mania","mental health","Drug: Cariprazine|Drug: Placebo","drug","Forest Laboratories|Gedeon Richter Ltd.","Both","Adult",323,"January 2010","February 2008","",3.540083799,"1",24098
"1081","NCT00697099","Evaluation of AVE5026 as Compared to Enoxaparin for the Prevention of Thromboembolism in Patients Undergoing Total Hip Replacement Surgery","Venous Thromboembolism","cardiovascular","Drug: Semuloparin sodium|Drug: Enoxaparin sodium|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",2326,"June 2008","July 2008","",3.6153,"1",24103
"1082","NCT00504127","Efficacy and Safety Study of Naproxcinod in Subjects With Osteoarthritis of the Knee","Osteoarthritis","other","Drug: Naproxcinod 375 mg bid|Drug: Naproxcinod 750 mg bid|Drug: Naproxen 500 mg bid|Drug: p","drug","NicOx","Both","Adult|Senior",1020,"April 2007","August 2009","",3.615300007,"1",24116
"1083","NCT00955825","Study of Efficacy and Safety of 300 IR Sublingual Immunotherapy (SLIT) Tablets in Adult Patients With Allergic Grass Pollen Rhinoconjunctivitis","Grass Pollen-related Allergic Rhinoconjunctivitis","other","Biological: Grass pollen allergen extract|Drug: Placebo tablet","biolog","Stallergenes","Both","Adult",473,"October 2008","December 2009","",3.615300007,"1",24120
"1084","NCT00694382","Evaluation of AVE5026 in the Prevention of Venous Thromboembolism in Cancer Patients Undergoing Chemotherapy","Venous Thromboembolism|Cancer","cardiovascular","Drug: Semuloparin sodium|Drug: Placebo (for semuloparin)","drug","Sanofi","Both","Adult|Senior",3212,"June 2008","June 2008","",3.7151,"1",24102
"1085","NCT00715624","GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Basal Insulin","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: Lixisenatide (AVE0010)|Drug: Placebo|Drug: Basal Insulin|Drug: Metformin|Device: Pen","device","Sanofi","Both","Adult|Senior",496,"July 2008","October 2009","",3.719016485,"1",24118
"1086","NCT01102244","A Study to Evaluate the Clinical Efficacy and Safety of Tobradex® ST Compared to Azasite® in the Treatment of Subjects With Moderate to Severe Chronic Blepharitis","Blepharitis","other","Drug: Tobradex ST|Drug: Azasite","drug","Alcon Research","Both","Adult|Senior",122,"April 2010","June 2011","",3.719016485,"1",24138
"1087","NCT01216618","Evaluation of the Effect of the InsuPatch Device on Insulin Pharmacokinetics in Clamp Studies","Diabetes Mellitus, Insulin-Dependent","endocrine and metabolic","Device: InsuPatch","device","Insuline Medical Ltd.","Both","Adult",55,"October 2010","March 2008","",3.846126145,"1",24099
"1088","NCT00538239","Ridaforolimus in Treatment of Sarcoma-SUCCEED (Sarcoma Multi-Center Clinical Evaluation of the Efficacy of Ridaforolimus)(8669-011 AM6)","Metastatic Soft-Tissue Sarcomas|Metastatic Bone Sarco","cancer","Drug: ridaforolimus|Drug: Placebo","drug","Merck Sharp & Dohme Corp.|Ariad Pharmaceuticals","Both","Child|Adult|Se",711,"October 2007","November 2011","",3.8791,"1",24143
"1089","NCT00253968","Efficacy and Safety of Eplivanserin Treatment for Sleep Maintenance Insomnia","Sleep Initiation and Maintenance Disorders|Insomnia","mental health","Drug: eplivanserin (SR46349)|Drug: placebo","drug","Sanofi","Both","Adult|Senior",967,"November 2005","August 2009","",4.546,"1",24116
"1090","NCT00330369","DORADO - Fixed Doses of Darusentan as Compared to Placebo in Resistant Hypertension","Hypertension","cardiovascular","Drug: Darusentan|Drug: Darusentan Placebo","drug","Gilead Sciences","Both","Adult|Senior",352,"June 2006","December 2008","",3.875,"1",24108
"1091","NCT00391196","A 1-Year Study On The Effects Of CP-945,598 For The Treatment Of Obesity In Overweight Type 2 Diabetic Patients","Obesity","other","Drug: Placebo|Drug: CP-945,598|Drug: CP-945,598 Treatment B","drug","Pfizer","Both","Adult|Senior",975,"November 2006","November 2008","",5.513,"1",24107
"1092","NCT00406419","A Study of Ocrelizumab Compared to Placebo in Patients With Active Rheumatoid Arthritis Continuing Methotrexate Treatment (STAGE)","Rheumatoid Arthritis","other","Drug: methotrexate|Drug: ocrelizumab|Drug: ocrelizumab|Drug: placebo","drug","Genentech, Inc.|Roche Pharma AG","Both","Adult|Senior",1015,"December 2006","September 2011","",5.602,"1",24141
"1093","NCT00476996","A Study of Ocrelizumab Compared to Placebo in Patients With Active Rheumatoid Arthritis Who Don't Have a Response to Anti-TNF-α Therapy (SCRIPT)","Rheumatoid Arthritis","other","Drug: leflunomide|Drug: methotrexate|Drug: ocrelizumab|Drug: ocrelizumab|Drug: placebo","drug","Genentech, Inc.|Roche Pharma AG","Both","Adult|Senior",840,"May 2007","July 2010","",5.221,"1",24127
"1094","NCT00556959","Study Evaluating the Safety and Efficacy of CLONICEL® to Treat Children and Adolescents With Attention Deficit Hyperactivity Disorder (ADHD)","Attention Deficit Disorder With Hyperactivity","mental health","Drug: high dose clonidine HCl sustained release|Drug: low dose clonidine HCl sustained rele","drug","Addrenex Pharmaceuticals, Inc.","Both","Child",236,"October 2007","November 2010","",4.37,"1",24131
"1095","NCT00712673","GLP-1 Receptor Agonist Lixisenatide (Morning or Evening) in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Metformin","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: Lixisenatide (AVE0010)|Drug: Placebo|Device: Pen auto-injector|Drug: Metformin","device","Sanofi","Both","Adult|Senior",680,"June 2008","June 2010","",4.704,"1",24126
"1096","NCT00744367","A Study of Taspoglutide Versus Placebo for the Treatment of Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin Plus Pioglitazone.","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: metformin|Drug: pioglitazone|Drug: placebo|Drug: taspoglutide|Drug: taspoglutide","drug","Hoffmann-La Roche","Both","Adult|Senior",326,"October 2008","February 2010","",7.417,"1",24122
"1097","NCT00744926","A Study of Taspoglutide Versus Placebo for the Treatment of Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Diet and Exercise.","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: placebo|Drug: taspoglutide|Drug: taspoglutide","drug","Hoffmann-La Roche","Both","Adult|Senior",373,"August 2008","January 2012","",9.293,"1",24145
"1098","NCT00763451","GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Metformin","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: Lixisenatide (AVE0010)|Drug: Placebo|Device: Pen auto-injector|Drug: Metformin","device","Sanofi","Both","Adult|Senior",484,"September 2008","July 2009","",4.9,"1",24115
"1099","NCT00763815","GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Pioglitazone","Diabetes Mellitus Type 2","endocrine and metabolic","Drug: Lixisenatide (AVE0010)|Drug: Placebo|Device: Pen auto-injector|Drug: Pioglitazone|Dru","device","Sanofi","Both","Adult|Senior",484,"September 2008","October 2010","",6.456,"1",24130
"1100","NCT00823992","A Study of Taspoglutide Versus Placebo for the Treatment of Obese Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin Monotherapy","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: placebo|Drug: taspoglutide","drug","Hoffmann-La Roche","Both","Adult|Senior",305,"January 2009","February 2010","",8.485,"1",24122
"1101","NCT00880620","A Study To Evaluate The Safety And Efficacy Of IPX066 In Subjects With Parkinson's Disease","Parkinson's Disease","mental health","Drug: placebo|Drug: IPX066|Drug: IPX066|Drug: IPX066","drug","IMPAX Laboratories, Inc.","Both","Adult|Senior",381,"April 2009","May 2012","",5.439,"1",24149
"1102","NCT00958438","PREventative Study Against URate-Lowering Drug-Induced Gout Exacerbations (PRE-SURGE 2)","Gout","endocrine and metabolic","Drug: placebo|Drug: rilonacept|Drug: rilonacept","drug","Regeneron Pharmaceuticals","Both","Adult|Senior",244,"July 2009","January 2011","",4.573,"1",24133
"1103","NCT00974974","A Study To Evaluate The Safety And Efficacy Of IPX066 In Advanced Parkinson's Disease (ADVANCE-PD).","Parkinson's Disease","mental health","Drug: IPX066|Drug: regular carbidopa-levodopa","drug","IMPAX Laboratories, Inc.","Both","Adult|Senior",471,"September 2009","September 2008","",3.799,"1",24105
"1104","NCT00975286","24-week Treatment With Lixisenatide in Type 2 Diabetes Insufficiently Controlled With Metformin and Insulin Glargine","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Lixisenatide (AVE0010)|Drug: Placebo|Drug: Insulin glargine|Device: Pen auto-injector","device","Sanofi","Both","Adult|Senior",446,"October 2009","December 2008","",4.48,"1",24108
"1105","NCT01130493","A Study to Compare IPX066 and Carbidopa/Levodopa/Entacapone (CLE) Followed by an Open-Label Safety Study of IPX066","Parkinson's Disease","mental health","Drug: IPX066|Drug: Carbidopa/Levodopa/Entacapone","drug","IMPAX Laboratories, Inc.","Both","Adult|Senior",74,"May 2010","November 2009","",2.268,"1",24119
"1106","NCT01211834","Efficacy and Safety of Tocilizumab in Combination With DMARDs in Patients With Moderate to Severe Rheumatoid Arthritis","Rheumatoid Arthritis","other","Drug: tocilizumab|Drug: DMARDs|Drug: Placebo|Drug: DMARDs","drug","JW Pharmaceutical","Both","Adult|Senior",90,"October 2009","March 2008","",4.645,"1",24099
"1107","NCT01229449","Ibuprofen/Acetaminophen Versus Nurofen Plus® and Panadeine® Extra Dental Pain Study","Post-operative Pain","other","Drug: Ibuprofen/acetaminophen|Drug: Ibuprofen/acetaminophen (higher dose)|Drug: Nurofen Plu","drug","Reckitt Benckiser LLC|Worldwide Clinical Trials Ltd.|Premier Research Group plc|ACM Laboratories|Aptuit Inc.|Clearcut Clinical Consulting","Both","Child|Adult|Se",678,"January 2009","December 2012","",7.015,"1",24156
"1108","NCT01257451","Safety and Efficacy of Galvus in Elderly Type 2 Diabetes Patients","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Vildagliptin|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Senior",431,"December 2010","May 2009","",4.28,"1",24113
"1109","NCT01262456","Investigation of the Superiority Effect of Orally Disintegrating Desmopressin Tablets to Placebo in Terms of Night Voids Reduction in Nocturia Adult Males Patients","Nocturia","other","Drug: Desmopressin|Drug: Desmopressin|Drug: Placebo","drug","Ferring Pharmaceuticals","Male","Adult|Senior",392,"February 2011","April 2012","",3.626,"1",24148
"1110","NCT01269463","Time Course of Response to Methylphenidate HCl ER Capsules in Children 6 to 12 Years With ADHD in Classroom Setting","Attention Deficit Hyperactivity Disorder|ADHD","mental health","Drug: Methylphenidate Hydrochloride Extended Release Capsules|Drug: Placebo","drug","Rhodes Pharmaceuticals, L.P.","Both","Child",27,"December 2010","December 2012","",3.890591886,"1",24156
"1111","NCT00541489","Efficacy and Safety Study of Naproxcinod in Subjects With Osteoarthritis of the Hip","Osteoarthritis|Osteoarthritis, Hip","other","Drug: Naproxcinod|Drug: Naproxen|Drug: Placebo","drug","NicOx","Both","Adult|Senior",800,"June 2007","June 2009","",4.083,"1",24114
"1112","NCT00643851","An Efficacy & Safety Study of BMS-512148 in Combination With Metformin Extended Release Tablets","Type 2 Diabetes","endocrine and metabolic","Drug: Dapagliflozin|Drug: Metformin XR","drug","AstraZeneca","Both","Adult|Senior",600,"June 2008","April 2011","",6.742,"1",24136
"1113","NCT00657709","Immunogenicity, Safety and Lot to Lot Consistency of Novartis Meningococcal B Recombinant Vaccine When Administered With Routine Infant Vaccinations to Healthy Infan","Meningococcal Disease","other","Biological: Serogroup B meningococcal Vaccine lot 1 (rMenB Lot 1)|Biological: Serogroup B m","biolog","Novartis Vaccines|Novartis","Both","Child",3630,"March 2008","February 2008","",3.92,"1",24098
"1114","NCT00809354","Long-Term Analgesic Efficacy And Safety Of Tanezumab Alone Or In Combination With Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) Versus NSAIDs Alone In Patients With","Osteoarthritis|Arthritis","other","Drug: NSAID|Biological: tanezumab|Biological: tanezumab|Biological: tanezumab|Drug: NSAID|B","biolog","Pfizer","Both","Adult|Senior",2720,"February 2009","September 2011","",4.412,"1",24141
"1115","NCT00782431","Immunogenicity and Safety Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) in Adults Aged 50 Years and Older","Influenza","other","Biological: Vero cell derived, trivalent, seasonal influenza vaccine|Biological: Licensed e","biolog","Baxter Healthcare Corporation","Both","Adult|Senior",3195,"November 2008","December 2008","",5.5313,"1",24108
"1116","NCT00817063","Efficacy and Safety of a Retinoid in the Treatment of Severe Chronic Hand Eczema","Eczema","other","Drug: alitretinoin|Drug: Placebo","drug","Stiefel, a GSK Company|Basilea Pharmaceutica|GlaxoSmithKline","Both","Adult|Senior",600,"January 2009","October 2009","",5.9894,"1",24118
"1117","NCT00051129","Anecortave Acetate in Subfoveal Choroidal Neovascularization (CNV) Due to Wet Age-Related Macular Degeneration (AMD)","Macular Degeneration|Maculopathy, Age-Related|Age-Rel","cardiovascular","Drug: Anecortave Acetate 15 mg sterile suspension|Other: Anecortave Acetate Vehicle","drug","Alcon Research","Both","Adult|Senior",291,"January 2007","February 2010","",NA,"?",24122
"1118","NCT00089804","Study of LJP 394 in Lupus Patients With History of Renal Disease","Lupus Erythematosus, Systemic|Lupus Nephritis","other","Drug: abetimus sodium (LJP 394) and/or placebo solution|Drug: abetimus sodium (LJP 394)|Dru","drug","La Jolla Pharmaceutical Company","Both","Child|Adult|Se",943,"October 2004","March 2009","",NA,"?",24111
"1119","NCT00102973","TLK286 (Telcyta) in Combination With Carboplatin (Paraplatin) Versus Doxil in Platinum Refractory or Resistant Ovarian Cancer","Ovarian Neoplasms","cancer","Drug: TLK286 in Combination with Carboplatin|Drug: Doxorubicin HCl Liposome Injection","drug","Telik","Female","Adult|Senior",244,"December 2004","June 2012","",NA,"?",24150
"1120","NCT00109538","Study of Lonafarnib Versus Placebo in Subjects With Either Myelodysplastic Syndrome (MDS) or Chronic Myelomonocytic Leukemia (CMML) (Study P02978AM3)(TERMINATED)","Myelodysplastic Syndromes|Leukemia, Myelomonocytic, C","cancer","Drug: Lonafarnib|Other: Placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",47,"May 2005","October 2008","",NA,"?",24106
"1121","NCT00131391","A Study of MK0364 in Obese Patients (0364-014)","Obesity","other","Drug: Comparator: taranabant|Drug: Comparator: placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",2400,"July 2005","October 2009","",NA,"?",24118
"1122","NCT00226759","Efficacy and Safety of OMS103HP in Patients Undergoing Allograft Anterior Cruciate Ligament (ACL) Reconstruction","Knee Injuries","other","Drug: OMS103HP|Drug: Vehicle","drug","Omeros Corporation","Both","Child|Adult",321,"November 2004","March 2011","",NA,"?",24135
"1123","NCT00226772","Efficacy and Safety of OMS103HP in Patients Undergoing Autograft Anterior Cruciate Ligament (ACL) Reconstruction","Knee Injuries","other","Drug: OMS103HP|Drug: Vehicle","drug","Omeros Corporation","Both","Child|Adult",326,"June 2005","October 2011","",NA,"?",24142
"1124","NCT00231296","Safety and Efficacy of CryoCor™ Cryoablation for PAF","Atrial Fibrillation","cardiovascular","Device: Cardiac cryoablation system|Drug: Medical management","device","Boston Scientific Corporation","Both","Adult|Senior",174,"November 2004","February 2012","",NA,"?",24146
"1125","NCT00286078","Treatment for Migraines With an Implantable Device","Migraine","mental health","Device: Precision","device","Boston Scientific Corporation","Both","Adult|Senior",179,"February 2006","September 2011","",NA,"?",24141
"1126","NCT00294619","Treatment of Adults With Growth Hormone Deficiency","Pituitary Disorders|Adult Growth Hormone Deficiency","endocrine and metabolic","Drug: growth hormone","drug","LG Life Sciences|BioPartners GmbH","Both","Adult|Senior",147,"April 2006","January 2008","",NA,"?",24097
"1127","NCT00299325","VIsceral Fat Reduction Assessed by CT-scan On RImonabAnt","Metabolic Syndrome","endocrine and metabolic","Drug: Rimonabant|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",254,"March 2006","August 2010","",NA,"?",24128
"1128","NCT00299507","Anecortave Acetate in Patients With Exudative Age-related Macular Degeneration (AMD)","Macular Degeneration","other","Drug: Anecortave Acetate Sterile Suspension, 30 mg/mL|Drug: Anecortave Acetate Sterile Susp","drug","Alcon Research","Both","Adult|Senior",240,"March 2005","August 2012","",NA,"?",24152
"1129","NCT00305188","Evaluation of the Efficacy of Xaliproden (SR57746A) in Preventing the Neurotoxicity of Oxaliplatin / 5FU/LV Chemotherapy.","Metastases|Colorectal Neoplasms|Colorectal Carcinoma","cancer","Drug: xaliproden (SR57746A)|Drug: Placebo|Drug: oxaliplatin","drug","Sanofi","Both","Adult|Senior",879,"December 2005","July 2008","",NA,"?",24103
"1130","NCT00308685","Chronic-dose Safety and Efficacy Study of a Bronchodilator Inhaler in Pediatric Asthmatics","Asthma","respiratory","Drug: Albuterol 90mcg","drug","Teva Branded Pharmaceutical Products, R&D Inc.|Teva Pharmaceutical Industries","Both","Child",100,"July 2007","July 2011","",NA,"?",24139
"1131","NCT00322218","Study Comparing the Zevalin Regimen With no Further Treatment in DLBCL Patients Who Are in Complete Remission After CHOP-R","Lymphoma, Large Cell, Diffuse","cancer","Drug: Zevalin Therapeutic Regimen|Other: Observation","drug","CTI BioPharma|Bayer","Both","Adult|Senior",400,"May 2006","October 2009","",NA,"?",24118
"1132","NCT00325650","Rimonabant In Prediabetic Subjects To Delay Onset Of Type 2 Diabetes (RAPSODI)","Prediabetic State","endocrine and metabolic","Drug: rimonabant (SR141716)|Drug: placebo","drug","Sanofi","Both","Adult|Senior",2420,"May 2006","January 2008","",NA,"?",24097
"1133","NCT00335244","Intravenous L-Citrulline to Treat Children Undergoing Heart Bypass Surgery","Heart Defects, Congenital|Hypertension, Pulmonary","cardiovascular","Drug: L-citrulline|Drug: Placebo of intravenous L-citrulline","drug","Asklepion Pharmaceuticals, LLC|Vanderbilt University","Both","Child",77,"May 2006","June 2012","",NA,"?",24150
"1134","NCT00336713","A 24-52-week Study to Evaluate the Long-term Efficacy and Safety of Saredutant in Patients With Depression (MAGENTA)","Depressive Disorder","mental health","Drug: Saredutant (SR48968C)|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",430,"May 2006","July 2008","",NA,"?",24103
"1135","NCT00355355","A Phase 3 Study of Talaporfin Sodium and Interstitial Light Emitting Diodes Treating Hepatocellular Carcinoma (HCC)","Carcinoma, Hepatocellular|Liver Neoplasms","cancer","Drug: Talaporfin sodium|Device: Interstitial Light Emitting Diodes|Procedure: Percutaneous","device","Light Sciences Oncology","Both","Adult|Senior",208,"July 2006","August 2012","",NA,"?",24152
"1136","NCT00360243","6-mo. Min Eff Dose of Flibanserin: 25 v 50 mg Bid v 50 mg hs v Pbo in Younger Women in NA","Sexual Dysfunctions, Psychological","mental health","Drug: flibanserin|Drug: flibanserin|Drug: flibanserin|Drug: placebo","drug","Sprout Pharmaceuticals, Inc","Female","Adult",1392,"July 2006","May 2008","",NA,"?n",24101
"1137","NCT00390533","An Eight-week Study to Evaluate the Efficacy and Safety of 2 Doses of Saredutant in Patients With Generalized Anxiety Disorder","Generalized Anxiety","mental health","Drug: Saredutant|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",428,"September 2006","May 2009","",NA,"?",24113
"1138","NCT00392106","High Intensity Focused Ultrasound (HIFU) Ablation System Study","Atrial Fibrillation","cardiovascular","Drug: propafenone|Drug: flecainide|Drug: dofetilide|Drug: sotolol|Device: Pulmonary vein ab","device","ProRhythm, Inc.","Both","Adult|Senior",240,"April 2006","April 2010","",NA,"?",24124
"1139","NCT00404885","A Multi-center Study to Assess the Efficacy and Safety of LX211 in Active Non-infectious Anterior Uveitis","Uveitis, Anterior|Panuveitis","other","Drug: Placebo|Drug: LX211|Drug: LX211|Drug: LX211","drug","Lux Biosciences, Inc.","Both","Child|Adult|Se",108,"January 2007","August 2008","",NA,"?n",24104
"1140","NCT00415142","An Eight-week Study Evaluating the Efficacy of a 100mg Dose of Saredutant Once Daily, in Elderly Patients With Major Depressive Disorder","Depressive Disorder","mental health","Drug: saredutant (SR48968)|Drug: placebo|Drug: escitalopram","drug","Sanofi","Both","Adult",393,"December 2006","October 2009","",NA,"?",24118
"1141","NCT00417118","An Eight-week Study to Evaluate the Efficacy and Safety of Saredutant in Patients With Generalized Anxiety Disorder","Generalized Anxiety","mental health","Drug: Saredutant|Drug: Escitalopram|Drug: Placebo","drug","Sanofi","Both","Adult|Senior",365,"December 2006","April 2010","",NA,"?",24124
"1142","NCT00426985","Efficacy and Safety of Ketoprofen Topical Patch 20% in the Treatment of Pain Associated With Shoulder, Elbow or Knee Tendonitis or Bursitis","Tendonitis|Bursitis","other","Drug: Ketoprofen Topical Patch 20%","drug","Endo Pharmaceuticals","Both","Adult|Senior",330,"January 2007","August 2011","",NA,"?",24140
"1143","NCT00438867","Angiogenesis in Women With Angina Pectoris Who Are Not Candidates for Revascularization","Angina Pectoris","cardiovascular","Genetic: Ad5FGF-4|Genetic: Placebo","biolog","Cardium Therapeutics","Female","Adult|Senior",300,"May 2007","November 2012","",NA,"?",24155
"1144","NCT00440310","Phase 3 Trial of Litx™ Plus Chemotherapy vs. Chemotherapy Only Treating Colorectal Cancer Patients With Recurrent Liver Metastases","Liver Metastases|Colorectal Neoplasms|Neoplasm Metast","cancer","Drug: Talaporfin sodium|Procedure: Percutaneous placement of device in liver metastases|Dev","device","Light Sciences Oncology","Both","Adult|Senior",483,"February 2007","April 2008","",NA,"?",24100
"1145","NCT00442416","A Study of Subcutaneous Mircera for the Treatment of Anemia in Peritoneal Dialysis Patients.","Anemia","other","Drug: Epoetin alfa|Drug: methoxy polyethylene glycol-epoetin beta [Mircera]","drug","Hoffmann-La Roche","Both","Adult|Senior",80,"February 2007","September 2008","",NA,"?",24105
"1146","NCT00443690","Placebo-Controlled Randomized Study of KW-3902 for Subjects Hospitalized With Worsening Renal Function and Heart Failure Requiring IV Therapy","Heart Failure, Congestive","cardiovascular","Drug: rolofylline|Drug: Comparator: Placebo (unspecified)","drug","NovaCardia, Inc.|Merck Sharp & Dohme Corp.","Both","Adult|Senior",480,"August 2007","November 2008","",NA,"?",24107
"1147","NCT00447187","Study to Assess the Efficacy and Safety of LX201 for Prevention of Corneal Allograft Rejection Episodes and Graft Failure in Subjects at Increased Immunological Risk","Corneal Diseases|Cornea Transplant","other","Drug: LX201|Other: Placebo","drug","Lux Biosciences, Inc.","Both","Adult|Senior",368,"April 2007","April 2011","",NA,"?n",24136
"1148","NCT00447642","Study to Assess LX201 for Prevention of Corneal Allograft Rejection or Graft Failure in Subjects Who Have Experienced One or More Rejection Episodes Following Penetr","Corneal Transplantation|Corneal Graft Rejection","other","Drug: LX201|Other: Placebo","drug","Lux Biosciences, Inc.","Both","Adult|Senior",122,"April 2007","April 2008","",NA,"?n",24100
"1149","NCT00454168","Vaccine Therapy and GM-CSF in Treating Patients With Acute Myeloid Leukemia in Remission","Leukemia","cancer","Biological: PR1 leukemia peptide vaccine|Biological: sargramostim|Other: placebo","biolog","The Vaccine Company|National Cancer Institute (NCI)","Both","Adult|Senior",244,"May 2005","June 2011","",NA,"?",24138
"1150","NCT00459745","A Study to Evaluate Daily Pravastatin, Fenofibrate or Pravafen in the Treatment of Combined Hyperlipidemia","Combined Hyperlipidemia","cardiovascular","Drug: Pravafen (combination of Pravastatin and Fenofibrate)","drug","Shionogi Inc.|Integrium","Both","Adult|Senior",481,"April 2007","July 2012","",NA,"?",24151
