"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","sponsor_class","fda.drug","fda.device","Gender","min.age","max.age","Enrollment","Start_Date","Completion_Date","title","p","p.desc","method","param.value","param.type","ci","ci.side","ci.l","ci.u"
"3341","NCT01300234","Efficacy and Safety of Tenofovir Disoproxil Fumarate (TDF) 300mg in Chinese Subjects With Chronic Hepatitis B (CHB)","Hepatitis B",0,"Tenofovir disoproxil fumarate (TDF) tablets","Drug","GlaxoSmithKline","Industry",0,0,"All","18 Years","69 Years","512","March 2011","October 2012","Participants With Hepatitis B Virus (HBV) DNA <400 Copies/Milliliter (mL) at Week 48","<0.0001","HBeAg-positive participants","Roche COBAS Taqman HBV test","58.5","percentage of participants","97.5","2-Sided","45.8","71.3"
"3342","NCT01301469","Comparison of HES 130 in Balanced and in Unbalanced Solution","Decreased and Nonspecific Blood Pressure Disorders and Shock",0,"6% HES 130/0.42 in plasma adapted Ringer's solution","Drug","B. Braun Melsungen AG","Industry",0,0,"All","18 Years","70 Years","240","February 2011","July 2011","Maximum difference of the mean arterial blood pressure","0","0","0","0","0","0","0","0","0"
"3343","NCT01301833","Long-term Safety Study of MP-513 in Patients With Type 2 Diabetes","Type 2 Diabetes Mellitus",0,"teneligliptin","Drug","Mitsubishi Tanabe Pharma Corporation","Industry",0,0,"All","20 Years","N/A","462","February 2011","September 2012","Number of Participants With Adverse Events","0","0","0","0","0","0","0","0","0"
"3344","NCT01302119","Efficacy and Safety of AN2690 Topical Solution to Treat Onychomycosis of the Toenail","Onychomycosis of Toenails",0,"AN2690 Topical Solution, 5%","Drug","Pfizer","Industry",0,0,"All","18 Years","N/A","604","February 2011","December 2012","Complete Cure (Completely Clear Nail and Negative Mycology) of Target Great Toenail at Week 52","<0.001","0","Cochran-Mantel-Haenszel","0","0","0","0","0","0"
"3345","NCT01302691","MK-0954E Study in Participants With Hypertension (MK-0954E-357)","Hypertension",0,"losartan potassium + hydrochlorothiazide + amlodipine besylate (MK-0954E)","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","20 Years","80 Years","327","January 2011","April 2012","Change in Mean Trough Sitting Diastolic Blood Pressure (SiDBP)","0.205","0","Constrained Longitudinal Data Analysis","-1.1","Difference in Least Squares Means","95","2-Sided","-2.7","0.6"
"3346","NCT01303406","Patient Reported Outcomes in Friedreich's Ataxia Patients After Withdrawal From Treatment With Idebenone (PROTI)","Friedreich's Ataxia",0,"Idebenone","Drug","Santhera Pharmaceuticals","Industry",0,0,"All","10 Years","N/A","29","April 2011","July 2012","Patient Assessment of Treatment Assignment: Comparison of the Proportions of Patients Randomised to Idebenone and Placebo Who Assessed That They Received Idebenone","0","0","0","0","0","0","0","0","0"
"3347","NCT01304134","Oxycodone Hydrochloride Injection in the Postoperative Pain Relieving Treatment","Other Acute Postoperative Pain",0,"Oxycodone","Drug","Mundipharma (China) Pharmaceutical Co. Ltd","Industry",0,0,"All","18 Years","65 Years","240","March 2010","August 2010","Measuring VAS","0","0","0","0","0","0","0","0","0"
"3348","NCT01304394","Safety During Use of Paediatric Triple Chamber Bag Formulas","Infant Nutrition Disorders",0,"Ped3CB","Drug","Baxter Healthcare Corporation","Industry",0,0,"All","N/A","18 Years","161","February 2008","December 2008","Practical handling,ease of use and safety information (number of participants with adverse events)","0","0","0","0","0","0","0","0","0"
"3349","NCT01304498","Immunogenicity and Tolerability of V503 Versus GARDASIL","Human Papillomavirus",0,"1 dose at Day 1, 1 dose at Month 2 and 1 dose at Month 6","Biological","Merck Sharp & Dohme Corp.","Industry",0,0,"Female","9 Years","15 Years","600","February 2011","December 2011","HPV 16 GMTs","0","0","0","0","0","0","0","0","0"
"3350","NCT01304810","A Follow-up Study to Assess Long-term Immunogenicity and Safety of NicVAX/Placebo as an Aid to Smoking Cessation","Smoking Cessation",0,"NicVAX vaccine","Biological","Nabi Biopharmaceuticals","Industry",0,0,"All","18 Years","65 Years","300","January 2011","August 2011","Antibody Levels","0","0","0","0","0","0","0","0","0"
"3351","NCT01305083","Efficacy and Safety Study of Udenafil Tablets in Erectile Dysfunction.","Erectile Dysfunction",0,"Udenafil","Drug","Abdi Ibrahim Ilac San. ve Tic A.S.","Industry",0,0,"Male","18 Years","60 Years","118","October 2010","August 2011","IIEF","0","0","0","0","0","0","0","0","0"
"3352","NCT01305226","A Trial Using Double-Bolus THR-100 Versus Streptokinase","Acute Myocardial Infarction",0,"THR-100","Drug","Bharat Biotech International Limited","Industry",0,0,"All","30 Years","75 Years","120","October 2010","August 2011","To demonstrate efficacy of THR100 as compared with streptokinase by assessment of 12-lead Electrocardiogram, specific cardiac Enzymes levels, pain relief and TIMI-90. (Non-Inferiority study)","0","0","0","0","0","0","0","0","0"
"3353","NCT01305577","Evaluation of Safety and Efficacy of Deoxycholic Acid Injection (ATX-101) in the Reduction of Submental Fat","Moderate or Severe Submental Fullness",0,"Deoxycholic acid injection","Drug","Kythera Biopharmaceuticals","Industry",0,0,"All","18 Years","65 Years","363","December 2010","January 2012","Percentage of Participants With a Clinician-Reported Submental Fat Rating Scale (CR-SMFRS) 1-grade Response","<0.001","0","Regression, Logistic","4.73","Odds Ratio (OR)","95","2-Sided","2.70","8.28"
"3354","NCT01306461","Tafluprost-Timolol Fixed Dose Combination Non-Inferiority Study Against Concomitant Administrations","Ocular Hypertension",0,"Timolol and Tafluprost","Drug","Santen Oy","Industry",0,0,"All","18 Years","N/A","401","March 2011","April 2012","Change from baseline in the average diurnal intra-ocular pressure (IOP) at 6 months","0","0","0","0","0","0","0","0","0"
"3355","NCT01306721","Fexofenadine HCL - Pseudoephedrine HCL Combination Versus Allegra in Patients With Seasonal Allergic Rhinitis","Rhinitis Seasonal",0,"fexofenadine HCL (M016455)","Drug","Sanofi","Industry",0,0,"All","12 Years","N/A","520","February 2011","April 2011","Changes in the nasal congestion score based on the patient's symptom diary","0","0","0","0","0","0","0","0","0"
"3356","NCT01307033","A Long-term Study of the Safety of MK-0954A in Patients With Essential Hypertension (MK-0954A-351)","Hypertension",0,"MK-0954A","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","20 Years","80 Years","278","March 29, 2011","December 4, 2012","Percentage of Participants Who Experienced an Adverse Event When Receiving MK-0954A (L100/H12.5) During Study (8-week Double-blind and/or 44-week Open-label Extension)","0","0","0","0.2","Difference in least squares means","95","2-Sided","-1.7","2.2"
"3357","NCT01307046","MK-0954A in Japanese Patients With Essential Hypertension Not Adequately Controlled With Losartan (MK-0954A-352)","Hypertension",0,"MK-0954A","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","20 Years","80 Years","336","March 29, 2011","February 7, 2012","Change From Baseline in Trough Sitting Diastolic Blood Pressure (SiDBP)","<.001","0","constrained longitudinal data analysis","-5.1","Difference in least square means","95","2-Sided","-6.8","-3.4"
"3358","NCT01307319","Study of an Investigational Nasal Aerosol or Placebo Nasal Aerosol in Children (Ages 6-11) With Seasonal Allergies","Seasonal Allergic Rhinitis",0,"BDP HFA","Drug","Teva Branded Pharmaceutical Products, R&D Inc.","Industry",0,0,"All","6 Years","11 Years","715","March 2011","July 2011","Change From Baseline in the Average Morning (AM) and Evening (PM) Subject-Reported Reflective Total Nasal Symptom Score (rTNSS) During the Two Weeks of Treatment","<0.001","a priori statistical significance is <0.05.","mixed-model for repeated measures (MMRM)","-0.63","LSM treatment difference from placebo","95","2-Sided","-1.0","-0.3"
"3359","NCT01307800","A Study of LY2140023 in Patients With Schizophrenia","Schizophrenia",0,"LY2140023","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","65 Years","1100","March 2011","September 2012","Change from baseline in the Positive and Negative Syndrome Scale (PANSS) total score","0","0","0","0","0","0","0","0","0"
"3360","NCT01308060","A Multi-Center Study Of CD07743 for the Improvement of Lateral Canthal Lines (CROW'S FEET)","Canthal Lines",0,"Botulinum Toxin Type A","Drug","Galderma R&D","Industry",0,0,"All","18 Years","65 Years","335","January 2011","May 2012","Primary efficacy criteria","0","0","0","0","0","0","0","0","0"
"3361","NCT01308853","NASHA BE for Enhancement of the Shape and Fullness of the Female Breast","Breast Enhancement",0,"NASHA BE","Device","Q-Med AB","Industry",0,0,"Female","25 Years","50 Years","24","March 2007","February 2008","The primary objective is to develop an injection technique for placement of the implant posterior to the mammary gland. This will be documented through MRI 1-5 days after the injection and evaluated by the Expert Group 6 weeks after treatment.","0","0","0","0","0","0","0","0","0"
"3362","NCT01309243","Study to Evaluate the Safety and Efficacy of a Single Tablet Regimen of Emtricitabine/Rilpivirine/Tenofovir Disoproxil Fumarate Compared With a Single Tablet Regimen of Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naive Adults","HIV-1 Infection",0,"FTC/RPV/TDF","Drug","Gilead Sciences","Industry",0,0,"All","18 Years","N/A","799","February 2011","September 2012","Percentage of Participants With HIV-1 RNA < 50 Copies/mL at Week 48","0","0","0","4.1","Difference in the response rates","95","2-Sided","-1.1","9.2"
"3363","NCT01309386","A Safety and Efficacy Study of Oral Tapentadol Extended-Release in Japanese Participants","Neoplasms",0,"Tapentadol ER","Drug","Janssen Pharmaceutical K.K.","Industry",0,0,"All","20 Years","N/A","100","August 2010","January 2012","Percentage of Participants Who Achieved Pain Control","0","0","0","0","0","0","0","0","0"
"3364","NCT01309828","Long-Term Safety of Azilsartan Medoxomil and Chlorthalidone Compared to Olmesartan Medoxomil and Hydrochlorothiazide in Participants With Hypertension and Kidney Disease","Safety",0,"Azilsartan medoxomil and chlorthalidone","Drug","Takeda","Industry",0,0,"All","18 Years","N/A","153","March 2011","October 2012","Number of Participants With at Least 1 Adverse Event (AE)","0","0","0","0","0","0","0","0","0"
"3365","NCT01309841","Assessment of Efficacy and Safety in Patients With Non-cancer-related Pain and Opioid-induced Constipation","Opioid-Induced Constipation (OIC)",0,"NKTR-118","Drug","AstraZeneca","Industry",0,0,"All","18 Years","84 Years","652","March 2011","August 2012","Response (Responder/Non-responder) to Study Drug During Weeks 1 to 12","0.015","0","Cochran-Mantel-Haenszel","1.380","Risk Ratio (RR)","95","2-Sided","1.062","1.795"
"3366","NCT01310400","Comparison of the Efficacy of Inflexal V With a Commercially Available Influenza Vaccine in Young Children","Influenza",0,"Inflexal V","Biological","Crucell Holland BV","Industry",0,0,"All","6 Months","35 Months","1356","October 2009","January 2010","Immunogenicity, Assessed by the Haemagglutination (HI) Test","0.0036","The significance level α = 0.05 (one-sided) was adjusted to α = 0.025 (one-sided) for the primary endpoint","Chi-squared","4.5","Difference in seroconversion rates","95","2-Sided","1.4","7.5"
"3367","NCT01312922","Pipamperone/Citalopram (PNB01) Versus Citalopram (CIT) and Versus Pipamperone (PIP) in Major Depressive Disorder (MDD)","Major Depressive Disorder",0,"PNB01 fixed dose combination of pipamperone and citalopram","Drug","PharmaNeuroBoost N.V.","Industry",0,0,"All","18 Years","N/A","555","September 2011","November 2012","Early and Sustained (antidepressant) Response (ESR) rate","0","0","0","0","0","0","0","0","0"
"3368","NCT01313507","High Infusion Rate Study of Immunoglobulin Intravenous (Human) 10% (NewGam)","Primary Immunodeficiency Disease",0,"NewGam","Biological","Octapharma","Industry",0,0,"All","2 Years","75 Years","21","May 2011","September 2012","Percentage of Participants Who Experienced at Least 1 Adverse Event Causally Related to the Administration of the Study Drug","0","0","0","0","0","0","0","0","0"
"3369","NCT01313572","Study of the Safety and Efficacy of Apadenoson for Detection of Myocardial Perfusion Defects Using SPECT MPI","Coronary Artery Disease",0,"Apadenoson SPECT-MPI","Drug","Forest Laboratories","Industry",0,0,"All","18 Years","N/A","197","August 2011","April 2012","Presence of myocardial perfusion defect based on SPECT-MPI","0","0","0","0","0","0","0","0","0"
"3370","NCT01313637","A 24-week Evaluation of GSK573719/Vilanterol (125/25mcg) and Components in COPD","Pulmonary Disease, Chronic Obstructive",0,"GSK573719/GW642444 125/25mcg","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","1493","March 1, 2011","March 1, 2012","Change From Baseline (BL) in Trough Forced Expiratory Volume in One Second (FEV1) on Day 169 (Week 24)","<0.001","0","Mixed Models Analysis","0.160","Least squares mean difference","95","2-Sided","0.122","0.198"
"3371","NCT01313650","A 24-week Evaluation of GSK573719/Vilanterol (62.5/25mcg) and Components in COPD","Pulmonary Disease, Chronic Obstructive",0,"62.5/25mcg","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","1538","March 2011","April 2012","Change From Baseline (BL) in Trough Forced Expiratory Volume in One Second (FEV1) on Day 169 (Week 24)","<0.001","0","Mixed Models Analysis","0.115","Least squares mean difference","95","2-Sided","0.076","0.155"
"3372","NCT01313767","MEDITOXIN® Versus BOTOX® in the Treatment of Post-stroke Spasticity of the Upper Limb Spasticity","Spasticity",0,"Botulinum toxin type A","Drug","Medy-Tox","Industry",0,0,"All","20 Years","N/A","196","March 2011","January 2012","MAS(Modified Ashworth Scale)of wrist flexor","0","0","0","0","0","0","0","0","0"
"3373","NCT01314170","Evaluation of Efficacy and Safety of Susanna Implant in Patients With Refractory Glaucoma.","Glaucoma",0,"Susanna Implant","Device","Adapt Produtos Oftalmológicos Ltda.","Industry",0,0,"All","18 Years","N/A","76","May 2011","October 2011","Study clinical multicenter, phase III, open-label, prospective character to evaluate the efficacy and safety Susanna implant in patients with refractory glaucoma.","0","0","0","0","0","0","0","0","0"
"3374","NCT01315249","QVA149 Versus Fluticasone/Salmeterol in Patients With Chronic Obstructive Pulmonary Disease (COPD)","Chronic Obstructive Pulmonary Disease (COPD)",0,"indacaterol and glycopyrronium (QVA149)","Drug","Novartis Pharmaceuticals","Industry",0,0,"All","40 Years","N/A","523","March 2011","March 2012","Forced Expiratory Volume in 1 Second Area Under the Curve (FEV1 AUC) 0-12","0","0","0","0","0","0","0","0","0"
"3375","NCT01316094","A Study to Assess Efficacy and Safety of ASP1941 in Diabetic Patients With Renal Impairment","Type 2 Diabetes Mellitus",0,"ASP1941","Drug","Astellas Pharma Inc","Industry",0,0,"All","20 Years","74 Years","165","February 2011","November 2012","changes in Hemoglobin A1c (HbA1c)","0","0","0","0","0","0","0","0","0"
"3376","NCT01316107","A Study to Assess Safety and Efficacy of ASP1941 in Combination With Nateglinide in Type 2 Diabetic Patients","Type 2 Diabetes Mellitus",0,"ASP1941","Drug","Astellas Pharma Inc","Industry",0,0,"All","20 Years","N/A","122","February 2011","December 2012","change from baseline in hemoglobin A1c (HbA1c)","0","0","0","0","0","0","0","0","0"
"3377","NCT01316887","A 52-Week, Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study to Evaluate the Safety and Tolerability of GSK573719/GW642444 and GSK573719 in Subjects With Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive",0,"125/25 mcg once-daily GSK573719/GW642444","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","120 Years","563","January 2011","July 2012","Number of Participants With Any On-treatment Adverse Event (AE) or Any Serious Adverse Event (SAE)","0","0","0","0","0","0","0","0","0"
"3378","NCT01316900","24-week Trial Comparing GSK573719/GW642444 With GW642444 and With Tiotropium in Chronic Obstructive Pulmonary Disease","Pulmonary Disease, Chronic Obstructive",0,"GSK573719/GW642444 125/25","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","846","March 2011","April 2012","Change From Baseline (BL) in Trough Forced Expiratory Volume in One Second (FEV1) on Day 169 (Week 24)","<0.001","0","Mixed Models Analysis","0.090","Least squares mean difference","95","2-Sided","0.039","0.142"
"3379","NCT01316913","24-week Trial Comparing GSK573719/GW642444 With GSK573719 and With Tiotropium in Chronic Obstructive Pulmonary Disease","Pulmonary Disease, Chronic Obstructive",0,"GSK573719/GW642444 125/25","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","872","March 2011","April 2012","Change From Baseline in Clinic Visit Trough Forced Expiratory Volume in One Second (FEV1) at Day 169","0.377","0","Mixed Models Analysis","0.022","Least squares mean difference","95","2-Sided","-0.027","0.072"
"3380","NCT01318070","Efficacy and Safety of Alogliptin Used Combination With Thiazolidine in Participants With Type 2 Diabetes in Japan","Type 2 Diabetes Mellitus",0,"Alogliptin and pioglitazone","Drug","Takeda","Industry",0,0,"All","33 Years","88 Years","339","November 2007","October 2008","Change From Baseline in Glycosylated Hemoglobin (Week 12).","0","0","0","-0.179","Mean Difference (Final Values)","95","2-Sided","-0.224","-0.135"
"3381","NCT01318083","Efficacy and Safety of Alogliptin Used in Combination With Sulfonylurea in Participants With Type 2 Diabetes in Japan","Type 2 Diabetes Mellitus",0,"Alogliptin and glimepiride","Drug","Takeda","Industry",0,0,"All","20 Years","64 Years","312","August 2008","April 2009","Change From Baseline in Glycosylated Hemoglobin (Week 12).","0","0","0","-0.936","Mean Difference (Final Values)","95","2-Sided","-1.097","-0.775"
"3382","NCT01318109","Efficacy and Safety of Alogliptin Used Combination With Metformin in Participants With Type 2 Diabetes in Japan","Type 2 Diabetes Mellitus",0,"Alogliptin and metformin","Drug","Takeda","Industry",0,0,"All","26 Years","64 Years","288","August 2008","April 2009","Change From Baseline in Glycosylated Hemoglobin (Week 12).","0","0","0","-0.751","Mean Difference (Final Values)","95","2-Sided","-0.923","-0.579"
"3383","NCT01318122","Long-term Safety Study of Alogliptin Used in Combination With Thiazolidine in Participants With Type 2 Diabetes in Japan","Type 2 Diabetes Mellitus",0,"Alogliptin and pioglitazone","Drug","Takeda","Industry",0,0,"All","33 Years","88 Years","336","May 2008","August 2009","Number of Participants With Adverse Events.","0","0","0","0","0","0","0","0","0"
"3384","NCT01318135","Long-term Safety Study of Alogliptin Used in Combination With Sulfonylurea or Metformin in Participants With Type 2 Diabetes in Japan","Type 2 Diabetes Mellitus",0,"Alogliptin and glimepiride","Drug","Takeda","Industry",0,0,"All","20 Years","64 Years","576","January 2009","January 2010","Number of Participants With Adverse Events.","0","0","0","0","0","0","0","0","0"
"3385","NCT01318733","Study of CD07805/47 Topical Gel in Subjects With Facial Erythema Associated With Rosacea","Rosacea",0,"CD07805/47 gel 0.5%","Drug","Galderma","Industry",0,0,"All","18 Years","N/A","449","March 2011","June 2012","Long Term Safety & Efficacy of CD07805/47 Gel 0.5% in Subjects With Moderate to Severe Facial Erythema Associated With Rosacea.","0","0","0","0","0","0","0","0","0"
"3386","NCT01320566","A Continuation Study of the AeriSeal® System Administered at 3 to 4 Sites During a Single Treatment Session for Lung Volume Reduction in Patients With Advanced Emphysema","Pulmonary Emphysema",0,"AeriSeal System","Device","Aeris Therapeutics","Industry",0,0,"All","40 Years","N/A","18","March 2011","January 2012","Change from baseline in Percent Volume of Lung","0","0","0","0","0","0","0","0","0"
"3387","NCT01321359","A Multicenter Study of NB-001 in the Treatment of Recurrent Herpes Labialis","Recurrent Herpes Simplex Labialis",0,"Vehicle versus NB-001","Drug","NanoBio Corporation","Industry",0,0,"All","18 Years","N/A","907","April 2011","January 2012","Time of Healing of the primary lesion complex","0","0","0","0","0","0","0","0","0"
"3388","NCT01321489","A Study to Evaluate a Possible Superiority Expressed by the Faster Onset of Action and the Efficacy and Safety of Sildenafil Citrate 20mg Sublingual Tablet in the Treatment of Erectile Dysfunction of Different Etiologies","Erectile Dysfunction",0,"Sildenafil Citrate 20mg Tablet Sublingual","Drug","Laboratório Teuto Brasileiro S/A","Industry",0,0,"Male","18 Years","N/A","78","September 2011","January 2012","Evaluate a possible superiority expressed by the faster onset of action.","0","0","0","0","0","0","0","0","0"
"3389","NCT01321619","Efficacy and Tolerability of the Use of Varicell Compared With Daflon","Chronic Venous Insufficiency",0,"Daflon","Drug","Vidfarma Indústria de Medicamentos Ltda.","Industry",0,0,"All","18 Years","65 Years","102","July 2011","December 2011","Study to evaluate the efficacy and tolerability of the Use of Varicell Compared with Daflon.","0","0","0","0","0","0","0","0","0"
"3390","NCT01322919","Safety and Efficacy Study to Evaluate the Treatment of Both Near and Distance Vision in a Simultaneous Laser Procedure","Myopia",0,"Supracor","Procedure","Technolas Perfect Vision GmbH","Industry",0,0,"All","45 Years","85 Years","61","April 2010","February 2012","The percentage of treated patients with an uncorrected monocular high contrast Near VA of 20/40 or better","0","0","0","0","0","0","0","0","0"
"3391","NCT01323192","An Efficacy and Safety Study for JNS001 in Adults With Attention-Deficit Hyperactivity Disorder","Attention-Deficit Hyperactivity Disorder",0,"JNS001","Drug","Janssen Pharmaceutical K.K.","Industry",0,0,"All","18 Years","64 Years","284","March 2011","April 2012","Change From Baseline to Endpoint in the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) Total Attention Deficit-Hyperactivity Disorder (ADHD) Symptoms Scores of Conners' Adult ADHD Rating Scale - Observer Screening Version (CAARS-O: SV)","<0.0001","0","ANCOVA","-4.5","Difference in least square means","95","2-Sided","-6.7","-2.4"
"3392","NCT01323478","Open-label Safety Extension Study of 15 and 20 mg of Vortioxetine (Lu AA21004) in Long-term Treatment of Major Depressive Disorder in Adults","Major Depressive Disorder",0,"Vortioxetine (Lu AA21004)","Drug","H. Lundbeck A/S","Industry",0,0,"All","18 Years","75 Years","71","April 2011","September 2012","Number of Patients With Adverse Events (AEs)","0","0","0","0","0","0","0","0","0"
"3393","NCT01323621","Study Evaluating the 24-Hour Pulmonary Function Profile of Fluticasone Furoate (FF) /GW642444 (Vilanterol) (VI) Inhalation Powder 100/25mcg Once Daily Compared With Fluticasone Propionate/Salmeterol Inhalation Powder 250/50mcg Twice Daily in Subjects With Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive",0,"Fluticasone Furoate 100mcg/ GW642444 (vilanterol) 25mcg","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","512","March 2011","January 2012","Change From Baseline Trough in 24-Hour Weighted Mean FEV1 on Treatment Day 84","0.267","0","ANCOVA","0.029","Least squares mean difference","95","0","-0.022","0.080"
"3394","NCT01323634","Study to Evaluate the 24-Hour Pulmonary Function Profile of Fluticasone Furoate (FF) /GW642444 (Vilanterol) (VI) Inhalation Powder 100/25mcg Once Daily Compared With Fluticasone Propionate/Salmeterol Inhalation Powder 250/50mcg Twice Daily in Subjects With Chronic Obstructive Pulmonary Disease","Pulmonary Disease, Chronic Obstructive",0,"Fluticasone Furoate 100mcg / GW642444 (vilanterol) 25mcg","Drug","GlaxoSmithKline","Industry",0,0,"All","40 Years","N/A","519","March 18, 2011","December 14, 2011","Change From Baseline Trough in 24-hour Weighted-mean FEV1 on Treatment Day 84","<0.001","0","ANCOVA","0.080","Least square mean difference","95","2-Sided","0.037","0.124"
"3395","NCT01323660","An Exercise Endurance Study to Evaluate the Effects of Treatment of Chronic Obstructive Pulmonary Disease (COPD) Patients With a Dual Bronchodilator: GSK573719/GW642444.Study B","Pulmonary Disease, Chronic Obstructive",0,"GSK573719/GW642444 125/25","Drug","GlaxoSmithKline","Industry",0,0,"Male","40 Years","N/A","307","March 2011","July 2012","Change From Baseline in Exercise Endurance Time Post-dose at Week 12 of Each Treatment Period","0.456","Nominal p-value","Mixed Models Analysis","25.0","Least squares mean difference","95","2-Sided","-41.0","91.0"
"3396","NCT01323790","Assessment of Efficacy and Safety in Patients With Non-cancer-related Pain and Opioid-induced Constipation","Opioid-Induced Constipation (OIC)",0,"NKTR-118","Drug","AstraZeneca","Industry",0,0,"All","18 Years","84 Years","700","March 2011","September 2012","Response (Responder/Non-responder) to Study Drug During Weeks 1 to 12","0.202","0","Cochran-Mantel-Haenszel","1.188","Risk Ratio (RR)","95","2-Sided","0.911","1.548"
"3397","NCT01324128","A Phase 3 Study to Investigate the Safety and Efficacy of PA21, a Phosphate Binder, in Dialysis Patients","Chronic Kidney Disease Requiring Chronic Dialysis",0,"PA21 (2.5 g tablet containing 500 mg iron)","Drug","Vifor Inc.","Industry",0,0,"All","18 Years","N/A","1059","March 2011","April 2012","Change in Serum Phosphorus Levels From Week 24 to Week 27","0","0","0","0","0","0","0","0","0"
"3398","NCT01324466","A Multicenter Study of NB-001 in the Treatment of Recurrent Herpes Labialis (SHaRCS)","Recurrent Herpes Labialis",0,"NB-001","Drug","NanoBio Corporation","Industry",0,0,"All","18 Years","N/A","847","April 2011","January 2012","Time of Healing of the primary lesion complex","0","0","0","0","0","0","0","0","0"
"3399","NCT01324921","Effect of Nutritional Products on Metabolic Parameters in Subjects With Type 2 Diabetics","Diabetes Mellitus, Type 2",0,"No breakfast/beverage only","Other","Abbott Nutrition","Industry",0,0,"All","18 Years","75 Years","37","August 2010","September 2010","Positive AUC for plasma glucose concentration","0","0","0","0","0","0","0","0","0"
"3400","NCT01324934","Efficacy and Safety of ATG-Fresenius Following a Renal Transplantation, Without Corticosteroids","Renal Transplant Rejection",0,"ATG-Fresenius S","Drug","Neovii Biotech","Industry",0,0,"All","18 Years","75 Years","40","October 2006","January 2011","The primary endpoint is the incidence of biopsy-proven acute allograft rejection after 12 months, including all types of rejections like: • acute rejection • chronic rejection • subclinical rejection","0","0","0","0","0","0","0","0","0"
"3401","NCT01326026","Comparing the Efficacy and Safety of NN1250 Once Daily When Titrated Using 2 Different Algorithms in Insulin naïve Subjects With Type 2 Diabetes Mellitus","Diabetes",0,"insulin degludec","Drug","Novo Nordisk A/S","Industry",0,0,"All","18 Years","N/A","222","March 2011","December 2011","Change in Glycosylated Haemoglobin (HbA1c)","0","0","0","0","0","0","0","0","0"
"3402","NCT01326078","Use of Lipid Emulsion or Nanoemulsion of Propofol on Children Undergoing Ambulatory Invasive Procedures.","Leukemia",0,"propofol","Drug","Cristália Produtos Químicos Farmacêuticos Ltda.","Industry",0,0,"All","6 Years","12 Years","0","June 2011","July 2011","Classification of the sedation level","0","0","0","0","0","0","0","0","0"
"3403","NCT01326299","Post Prandial Glucose Control Proof-of-Principle","Diabetes Mellitus, Type 2",0,"Carbohydrate placebo","Other","Abbott Nutrition","Industry",0,0,"All","21 Years","75 Years","50","August 2010","September 2010","Positive AUC from 0 to 240 minutes for plasma glucose.","0","0","0","0","0","0","0","0","0"
"3404","NCT01327729","Y- Shaped Pegylated Interferon (YPEG-IFNα-2a) Plus Ribavirin in Egyptian Patients With Untreated Chronic Hepatitis C","Self Efficacy",0,"pegylated interferon alpha 2a YPEG-IFN α-2a 180mcg","Drug","BioGeneric Pharma","Industry",0,0,"All","18 Years","65 Years","300","November 2010","April 2011","viral clearance at 72 weeks","0","0","0","0","0","0","0","0","0"
"3405","NCT01328041","A Study to Assess Dolutegravir in HIV-infected Subjects With Treatment Failure on an Integrase Inhibitor Containing Regimen.","Infection, Human Immunodeficiency Virus",0,"dolutegravir","Drug","ViiV Healthcare","Industry",0,0,"All","18 Years","N/A","183","May 2011","May 2012","Mean Change From Baseline in Plasma HIV-1 RNA at Day 8","<0.001","The P value was derived by the null hypothesis testing of no change from Baseline in HIV-1 RNA at Day 8 at the two-sided 5% significance level using a single sample t-test.","t-test, 2 sided","-1.432","T distribution","95","2-Sided","-1.520","-1.343"
"3406","NCT01328093","A Comparison Study of LY2140023 and Aripiprazole in Schizophrenia Patients","Schizophrenia",0,"LY2140023","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","65 Years","670","April 2011","October 2012","Change from baseline to 24 weeks in body weight","0","0","0","0","0","0","0","0","0"
"3407","NCT01328379","Study of Fampridine-ER Tablets in Patients With Multiple Sclerosis","Multiple Sclerosis",0,"Dalfampridine-ER 5mg","Drug","Acorda Therapeutics","Industry",0,0,"All","18 Years","70 Years","430","March 2011","April 2012","Change From Baseline in Walking Speed Near Maximum Plasma Concentration at Steady State (CmaxSS) of Placebo and Dalfampridine-ER (5mg and 10mg), Using the Timed 25 Foot Walk (T25FW).","0.457","To demonstrate study sensitivity with respect to efficacy and maintain an overall alpha level ≤ 0.05, a stepwise procedure was performed.","ANOVA","0.054","least squares mean","95","2-Sided","-0.088","0.196"
